CardID,CardNumber,AccountID,IssueDate,ExpiryDate,CardType,PINHash,Status
558,9704344788215226,798,2025-12-16,2030-12-15,Debit,7015ead1560a4e2364e27c500bed5f857f9ef569d14c8595679928bb2180e3aa,Active
559,9704434688823019,799,2025-05-31,2030-05-30,Debit,3c2f9da832472ada7d9689f608610279fa6b9e376472a61508ea77e5f8b95b52,Active
560,9704108203208156,800,2025-11-06,2030-11-05,ATM,8be57af92905d0a1a767ec9502211e4101a1d21029d45e1b453821c5f987f70c,Active
561,9704121764304705,801,2026-03-31,2031-03-30,Debit,13685b8086d0821524b836fc8bb203bc24cc756468e4faafca14fbc9f0f1c213,Active
562,9704836587457292,804,2025-10-09,2030-10-08,Debit,5ab1c0d6a5ae288405eca5e09269748415a02c537d2390c05dae038650089220,Active
563,9704518863930716,805,2025-12-19,2030-12-18,ATM,e59f43d083b08343bf93b3bd3d0b60684cc191cdb5150af4a4df1b36db4a83ea,Blocked
564,9704303077894284,806,2025-08-08,2030-08-07,Debit,0b2fcacd8551e5a0ad84d9b0434f557c6c34f21965f726986de7d22712e9d495,Active
565,9704839249139574,807,2026-01-23,2031-01-22,ATM,89cd0465c0f4c028d90547448cdcf628cae214d9c840c5c085f7c388227921f8,Active
566,9704265950921279,808,2025-12-26,2030-12-25,ATM,3722f0cb571c7b1cd98215e5eabd7ecb296ea09e9994a952be419f8f9a65bf12,Active
567,9704080174206049,810,2025-03-20,2030-03-19,Debit,86bc30afbbc53d6a21fbf189d69fa4fe45b5db76872fa5bc4a75815c6ca63e17,Active
568,9704662712090225,812,2025-10-07,2030-10-06,ATM,880e649e73b49db2c00eb177d73fd97b67c1c9bf9add80a7acdbad015152538f,Active
569,9704554828008700,814,2025-12-31,2030-12-30,ATM,78b87113166313274ed30cf8d4c5e3616e27ecfa60509190c64fa3dcd5385124,Expired
570,9704395889419017,816,2025-10-22,2030-10-21,ATM,0344fcb2d38f9480ee1972238de69dd3a28fbea75457bb465ff714d8d6dddd9b,Active
571,9704102093842265,819,2025-06-08,2030-06-07,ATM,f1f06f77d0bd7ba70fb0416d3001404ccf4e73c3d4d0eb66e3b4c1ce8727ebcc,Expired
572,9704294687398736,821,2026-01-01,2030-12-31,Debit,332dfc8da4ab014a26a9bb69f27b9493502ec60da963c1461dafc7783fa13c9e,Active
573,9704231748292534,822,2026-01-20,2031-01-19,Debit,958b32241db023def4ccdaaf56c04e8928c4e453c16091bfb5077f2dae3848fe,Active
574,9704917535892686,823,2026-03-09,2031-03-08,ATM,dd6f9be4bdecf1379af6ebc838a16a7034eff4cb3a4efef8392afcc0279897fb,Active
575,9704799221793943,824,2025-12-18,2030-12-17,Debit,2f7b66df492cf7a587957e39015491dc322613e15a42f815927805ddf2252cc5,Active
576,9704418110656932,825,2025-07-19,2030-07-18,ATM,4fe84946b907dbfde75a09f5e86af28f2d5ad6a245f94ce3d90e0a1181cc485f,Active
577,9704096634827216,827,2026-03-28,2031-03-27,Debit,75694c0211998ad2f40b9551adb5babaa4e047c5de303719eb4ad4900cd089b8,Active
578,9704931863619067,829,2026-03-05,2031-03-04,Debit,fee1e0ae4574085b64c28a4e44eb5138a01b92777f0bafccda02c8f139211e28,Active
579,9704448457976098,831,2026-03-16,2031-03-15,Debit,9a3a17289c61f025069641bd2e368a9cfeea0532e7f0513e3602a8d1c89afd83,Active
580,9704753986768754,833,2026-01-22,2031-01-21,Debit,07ea16fb5e6e622d78f6e4d56c06c46ea74e7e15e3c8cb616f06329b42ce7f11,Active
581,9704654899298997,835,2025-09-22,2030-09-21,Debit,75f9bfacaf7c42eede64f2bf7e9ed2ab90ac0df4ce5f4a5b8f5eaa15ddc55cba,Active
582,9704751147598136,836,2026-03-29,2031-03-28,Debit,137e3ca36b7542dcfea7605baf5db890e31071e6e06a1d10472a6ec99c9c49fc,Active
583,9704216641960840,837,2025-06-14,2030-06-13,Debit,86fe851f3088f27a168bed17ef475ee5952123688292d9d7d24a6f9b10f98cae,Active
584,9704521375864413,839,2026-03-23,2031-03-22,Debit,9f9700a4d5271dd044fe047b72b2fccef20193f6767c04757847220fb8471ad0,Active
585,9704638939423572,840,2026-03-31,2031-03-30,ATM,73e400fbe7f9473c716cbb94c4194909fcbe2b4acef1ce0b3c9a0dedd24a03bb,Active
586,9704880720265340,842,2025-05-13,2030-05-12,ATM,e496ca8ddb55c3b82a9ca609e652b00613ccbdcc2c0472ea81d16d9a0dc1e996,Active
587,9704667961446130,843,2026-02-17,2031-02-16,Debit,d62847a103dd1c4d61363466ae18306a174058c2a62f8b88bf1358ec03f917df,Active
588,9704489301325063,848,2025-10-29,2030-10-28,ATM,6dcd23a4538523b1eac91f50e7f7dd11464f4f04aaac5bfdf322435b522f137a,Active
589,9704971898335617,849,2026-02-19,2031-02-18,ATM,64865daeb7370a931ba954d8fa54911af62ad46bd2604f3902f066c67a3247b4,Active
590,9704699425139441,850,2026-03-23,2031-03-22,ATM,925bcebefaa6698cc7ec5bb0a10ae6f9c49c74f7ac6365c131f9caf3176da215,Expired
591,9704200032751969,851,2024-12-22,2029-12-21,Debit,2dfe4d4f130886c955e7c1e16a42b76d5f7b3b8f694cc04c42d0224abc7caaf4,Active
592,9704704750624395,852,2025-08-29,2030-08-28,Debit,b5d5c633614aeab2060efaf1abd8bc7f327f57210299b88063cb1f1f5892ff6f,Active
593,9704040252647467,853,2026-03-09,2031-03-08,Debit,cfb35a6a7f3b44f179edea5e1e69542b698efe6e927a20817c9f280f5bf4867a,Active
594,9704673070305667,854,2025-11-30,2030-11-29,Debit,5d78a386cd09cbfed9bed310247f12af156205b841d899f716b754e609a80042,Active
595,9704049120750966,856,2026-03-23,2031-03-22,ATM,86e8bd5cab67cb03f084ef04fe619c69668fc6dbc501c09cf8be9468c0c737bc,Active
596,9704597190687248,857,2026-03-27,2031-03-26,ATM,21ab6284bf52fcbe2ca4fd261fab5dd0b63b63328b25abe41254db7363974916,Active
597,9704328222934240,859,2026-01-04,2031-01-03,ATM,0231160c9f4dec3528f00c133b2a0a661c9a8598af623467861ccacb99d8e52b,Active
598,9704364254655210,861,2026-01-08,2031-01-07,Debit,25f128c16aeaaa2cf7385a1d44ab95e82e4a27767b0bd7ac7ecd13a57276a6c1,Active
